District_C11ID,Area.Other.Kharif.Pulses,Prod.Other.Kharif.Pulses,Yield.Other.Kharif.Pulses,Area.Moong,Prod.Moong,Yield.Moong,Area.Moth,Prod.Moth,Yield.Moth,Area.Other.Rabi.Pulses,Prod.Other.Rabi.Pulses,Yield.Other.Rabi.Pulses,Area.Peas...Beans..Pulses.,Prod.Peas...Beans..Pulses.,Yield.Peas...Beans..Pulses.,Area.Urad,Prod.Urad,Yield.Urad,Area.Gram,Prod.Gram,Yield.Gram,Area.Masoor,Prod.Masoor,Yield.Masoor,Area.HorseGram,Prod.HorseGram,Yield.HorseGram,Area.Arhar..Tur.,Prod.Arhar..Tur.,Yield.Arhar..Tur.,areaTot,prodTot,yieldTot,diversity,dominant_pulses
288,279.5714286,199.2857143,0.796428571,9,7,0.78,NA,NA,NA,292.75,336,1.215,93.25,122.3333333,0.823333333,NA,NA,NA,NA,NA,NA,35,43,0.875,NA,NA,NA,96.25,40.25,0.5325,805.8214286,747.8690476,0.92808285,3.545863323,Area.Other.Rabi.Pulses
289,2508,1563,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2508,1563,0.623205742,1,Area.Other.Kharif.Pulses
290,2029.5,1357,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029.5,1357,0.668637595,1,Area.Other.Kharif.Pulses
291,1773,1114,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,1114,0.628313593,1,Area.Other.Kharif.Pulses
292,1896.5,1171.5,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896.5,1171.5,0.617716847,1,Area.Other.Kharif.Pulses
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.125,1018.625,0.8325,465,386,0.83,NA,NA,NA,253.8888889,165.2222222,0.648888889,299,250,0.84,NA,NA,NA,619.6666667,477.4444444,0.771111111,2860.680556,2297.291667,0.803057742,3.636934971,Area.Other.Rabi.Pulses
294,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.5,117.25,0.59875,136,85,0.63,NA,NA,NA,240.2222222,142.4444444,0.591111111,16,8,0.5,NA,NA,NA,96.77777778,83.88888889,0.867777778,685.5,436.5833333,0.636883054,3.776293316,Area.Gram
295,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.25,133.625,0.68625,39,80,2.05,NA,NA,NA,19.55555556,10.77777778,0.552222222,13,14,1.08,NA,NA,NA,105,84.33333333,0.778888889,367.8055556,322.7361111,0.877463938,2.723375912,Area.Other.Rabi.Pulses
296,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,16.75,0.975,21,18,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.25,34.75,0.932885906,1.967999291,Area.Peas...Beans..Pulses.
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.125,30.125,0.69125,24,14,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.125,44.125,0.65735568,1.84983546,Area.Other.Rabi.Pulses
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.375,277.5,1.2325,276,766,2.78,NA,NA,NA,NA,NA,NA,4,2,0.5,NA,NA,NA,NA,NA,NA,489.375,1045.5,2.136398467,1.995235432,Area.Peas...Beans..Pulses.
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,64.5,0.6875,51,35,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,99.5,0.695804196,1.84807953,Area.Other.Rabi.Pulses
300,NA,NA,NA,249.2222222,130.3333333,0.515555556,NA,NA,NA,1161.666667,591.1666667,0.488333333,450.5,254.9,0.559,1646.6,833.1,0.515,61.9,31.6,0.512,803.9,391.2,0.488,NA,NA,NA,326.6,212.5,0.65,4700.388889,2444.8,0.520127176,4.346939394,Area.Urad
301,NA,NA,NA,159.1111111,85.66666667,0.538888889,NA,NA,NA,2765.666667,1641.833333,0.565,444.9,341.2,0.77,4964.3,2674.8,0.53,277.1,181.4,0.652,1300,997.3,0.77,NA,NA,NA,241.2,176,0.729,10152.27778,6098.2,0.600673084,3.001297025,Area.Urad
302,NA,NA,NA,192,81.33333333,0.423333333,NA,NA,NA,2062.333333,1055.5,0.511666667,275.6,143.6,0.52,2465.2,1363.4,0.554,109.9,47.1,0.43,1136.3,535.9,0.47,NA,NA,NA,364.9,304.2,0.832,6606.233333,3531.033333,0.534500245,3.673701965,Area.Urad
303,NA,NA,NA,846.6666667,406.2222222,0.48,NA,NA,NA,4560.833333,3266.333333,0.878333333,1867.7,1494.2,0.8,4195.9,2423.1,0.578,172.2,71.3,0.416,3293,1647.5,0.5,NA,NA,NA,292.9,223.5,0.76,15229.2,9532.155556,0.625913085,4.329349668,Area.Other.Rabi.Pulses
304,NA,NA,NA,284.2222222,53.88888889,0.19,NA,NA,NA,774.8333333,404.5,0.333333333,594,539.9,0.91,580.5,273.7,0.47,116.4,31.5,0.27,645.7,441.9,0.683,NA,NA,NA,158.1,103.7,0.663,3153.755556,1849.088889,0.58631332,5.445666703,Area.Other.Rabi.Pulses
305,NA,NA,NA,871.8888889,352.3333333,0.402222222,NA,NA,NA,3367.5,1278.5,0.361666667,2599.4,843,0.32,2267,1324.1,0.586,101,43.6,0.431,1489.2,533,0.36,NA,NA,NA,1239,837,0.673,11934.98889,5211.533333,0.436660091,5.1313674,Area.Other.Rabi.Pulses
306,NA,NA,NA,618.3333333,360,0.581111111,NA,NA,NA,2084.666667,1233.5,0.548333333,2185.4,1157.8,0.531,2213.7,1575.1,0.706,190.8,137.9,0.726,1058.2,564.7,0.534,NA,NA,NA,435.9,362.3,0.831,8787,5391.3,0.613554114,4.902056177,Area.Urad
307,NA,NA,NA,365.5555556,164.1111111,0.448888889,NA,NA,NA,979,451,0.46,1253.9,539.5,0.428,1412,717.5,0.507,15.2,6.6,0.439,679.6,312.6,0.46,NA,NA,NA,78.1,54.6,0.698,4783.355556,2245.911111,0.469526274,4.463381721,Area.Urad
308,NA,NA,NA,90.66666667,48.55555556,0.528888889,NA,NA,NA,511,255.8333333,0.595,377.4,240.8,0.636,755.8,415.1,0.558,8.7,3.9,0.453,222.4,96.9,0.416,NA,NA,NA,31.6,23.8,0.754,1997.566667,1084.888889,0.543105222,3.860775034,Area.Urad
309,NA,NA,NA,81.88888889,32.77777778,0.401111111,NA,NA,NA,570,240.1666667,0.461666667,586.8,240,0.41,920.5,609,0.606,9.125,5,0.66,77.3,31.5,0.407,NA,NA,NA,98.4,73.3,0.745,2344.013889,1231.744444,0.525485131,3.570107946,Area.Urad
310,NA,NA,NA,76.11111111,34.77777778,0.456666667,NA,NA,NA,795,329.8333333,0.45,824.9,282.1,0.34,671.8,415.7,0.58,56.7,26.7,0.577,123,54.88888889,0.506666667,NA,NA,NA,110.1,82.8,0.754,2657.611111,1226.8,0.461617576,3.923702844,Area.Peas...Beans..Pulses.
311,NA,NA,NA,41.77777778,15.33333333,0.365555556,NA,NA,NA,392.3333333,167.3333333,0.385,292.5,182.7,0.618,297.6,160.6,0.538,8.3,4,0.502,55.6,22.4,0.421,NA,NA,NA,25.6,15.7,0.618,1113.711111,568.0666667,0.510066445,3.717988707,Area.Other.Rabi.Pulses
312,NA,NA,NA,943.1111111,453.3333333,0.481111111,NA,NA,NA,1380.333333,555.5,0.408333333,1186.5,510.3,0.429,3588.8,1306,0.366,3,1.5,0.525,318.2,157.4,0.496,NA,NA,NA,24.7,14.8,0.607,7444.644444,2998.833333,0.402817536,3.225267666,Area.Urad
313,NA,NA,NA,168.7777778,71.22222222,0.423333333,NA,NA,NA,1408.833333,820.1666667,0.481666667,1043.4,909.9,0.874,1167.8,593.6,0.511,16.6,7.5,0.455,850.7,527.6,0.62,NA,NA,NA,228.6,155.3,0.68,4884.711111,3085.288889,0.631621568,4.551807884,Area.Other.Rabi.Pulses
314,NA,NA,NA,445.7777778,263.3333333,0.588888889,NA,NA,NA,1675,935.3333333,0.59,532.4,336.4,0.631,652.6,352.3,0.539,499.1,262,0.525,212.3,103.4,0.488,NA,NA,NA,1142.7,784,0.688,5159.877778,3036.766667,0.588534612,5.010588836,Area.Other.Rabi.Pulses
315,NA,NA,NA,86.66666667,40.66666667,0.467777778,NA,NA,NA,186.6666667,96.16666667,0.513333333,197.2,95.9,0.487,346.5,189.5,0.539,5.3,1.6,0.293,3,1.2,0.415,NA,NA,NA,265.3,191.1,0.72,1090.633333,616.1333333,0.564931691,4.377488551,Area.Urad
316,NA,NA,NA,30.33333333,15.22222222,0.496666667,NA,NA,NA,2553.166667,1202,0.475,446.5,255.1,0.569,861.9,465.4,0.54,50.1,26.1,0.521,22.1,11,0.501,NA,NA,NA,118.8,84.1,0.708,4082.9,2058.922222,0.504279366,2.228939386,Area.Other.Rabi.Pulses
317,NA,NA,NA,6.111111111,2.333333333,0.372222222,NA,NA,NA,817,307.6666667,0.376666667,176,63.7,0.35,39.6,21.4,0.542,2.875,1.375,0.57875,15.5,7,0.455,NA,NA,NA,51.5,35.6,0.691,1108.586111,439.075,0.396067564,1.748240954,Area.Other.Rabi.Pulses
318,NA,NA,NA,16.55555556,7.555555556,0.412222222,NA,NA,NA,1670.5,949.1666667,0.568333333,331.2,188.8,0.57,341.5,184.1,0.539,5.1,2.1,0.413,25,11,0.44,NA,NA,NA,74.5,51.6,0.693,2464.355556,1394.322222,0.565795881,2.008707438,Area.Other.Rabi.Pulses
319,NA,NA,NA,240.8888889,102.3333333,0.421111111,NA,NA,NA,1761.5,958.5,0.511666667,338.9,249.3,0.737,2341,1280,0.547,33,17.3,0.519,1622.8,955.1,0.579,NA,NA,NA,173.1,144.8,0.836,6511.188889,3707.333333,0.569378864,3.712210259,Area.Urad
320,NA,NA,NA,129.6,53,0.41,NA,NA,NA,1332.666667,702.6666667,0.51,341.6666667,256.5,0.75,846.5,400.3333333,0.486666667,56,26.4,0.478,1311.666667,691.5,0.53,NA,NA,NA,177.8,148.2,0.834,4195.9,2278.6,0.543053934,4.018333273,Area.Other.Rabi.Pulses
321,NA,NA,NA,544.3333333,192.2222222,0.351111111,NA,NA,NA,2379.5,1378.333333,0.515,1753,1396.3,0.799,1917.8,1207.6,0.634,162.6,52,0.325,2334.2,1086.9,0.465,NA,NA,NA,296.4,237.1,0.8,9387.833333,5550.455556,0.591239252,4.823286737,Area.Other.Rabi.Pulses
322,NA,NA,NA,46,16.2,0.35,NA,NA,NA,174.6666667,101.3333333,0.566666667,160.3333333,134.8333333,0.84,176.3333333,100.1666667,0.578333333,2.5,1,0.415,136.1666667,63.83333333,0.47,NA,NA,NA,43,34.6,0.808,739,451.9666667,0.611592242,4.972815934,Area.Urad
323,NA,NA,NA,262.7777778,111.8888889,0.426666667,NA,NA,NA,2063.333333,1314.833333,0.686666667,1532.1,1194.1,0.779,678.7,360.4,0.535,28.6,12.9,0.454,1829.5,864.5,0.434,NA,NA,NA,199.4,119.7,0.6,6594.411111,3978.322222,0.603286958,4.132885342,Area.Other.Rabi.Pulses
324,NA,NA,NA,295.4,125.6,0.424,NA,NA,NA,2125,1344.333333,0.683333333,1082.5,846.8333333,0.781666667,1406.333333,750.3333333,0.535,72.4,32.6,0.45,1865.5,652.6666667,0.35,NA,NA,NA,217.2,130.6,0.6,7064.333333,3882.966667,0.549657906,4.422234978,Area.Other.Rabi.Pulses
325,NA,NA,NA,569.5555556,290.8888889,0.512222222,NA,NA,NA,3190.666667,1814.166667,0.536666667,1286.2,843,0.665,2988.1,1516.3,0.46,114.8,74.6,0.651,845.2,587.2,0.695,NA,NA,NA,305.1,177.8,0.581,9299.622222,5303.955556,0.57034097,3.947475175,Area.Other.Rabi.Pulses
326,NA,NA,NA,463,240.4,0.52,NA,NA,NA,2044.666667,1154.666667,0.533333333,740.1666667,384.3333333,0.518333333,2168.5,1065.166667,0.491666667,20,12,0.604,693.6666667,441.6666667,0.636666667,NA,NA,NA,264.2,158.4,0.6,6394.2,3456.633333,0.540588867,4.009730104,Area.Urad
327,95,62,0.65,215.9,96.2,0.443,NA,NA,NA,NA,NA,NA,604.8,479.7,0.759,423.9,249.4,0.594,23,17,0.74,19.85714286,13.14285714,0.648571429,2.285714286,1.285714286,0.548571429,11.1,8.8,0.83,1395.842857,927.5285714,0.664493547,3.235626718,Area.Peas...Beans..Pulses.
328,NA,NA,NA,254.9,143.4,0.513,NA,NA,NA,NA,NA,NA,178.2,132.8,0.761,2122.6,1027.4,0.484,68.28571429,68.57142857,1.011428571,1386.6,607.2,0.442,61.7,30.9,0.509,22.2,17.1,0.789,4094.485714,2027.371429,0.495146783,2.565866546,Area.Urad
329,NA,NA,NA,301.2,152.9,0.546,NA,NA,NA,NA,NA,NA,24.22222222,20.33333333,0.795555556,5828.4,3866.3,0.668,12909,10040,0.78,868.5,346,0.393,62.5,38.375,0.60375,19,14.375,0.72125,20012.82222,14478.28333,0.723450355,1.988028847,Area.Gram
330,360,232.5,0.645,427.8,286.3,0.58,NA,NA,NA,NA,NA,NA,23.25,17.375,0.80625,2884.7,2207.4,0.743,642.8,445.2,0.782,1227.3,511.9,0.423,432.9,323.9,0.597,30.71428571,23.14285714,0.804285714,6029.464286,4047.717857,0.671322968,3.384185006,Area.Urad
331,219,82,0.37,65.8,40.6,0.654,NA,NA,NA,NA,NA,NA,19.22222222,15.11111111,0.755555556,1675.3,1019.3,0.56,87.25,23,0.59625,169.5,76.5,0.423,79.5,43.25,0.5425,NA,NA,NA,2315.572222,1299.761111,0.561313138,1.847677818,Area.Urad
332,NA,NA,NA,234.9,90.6,0.381,NA,NA,NA,NA,NA,NA,426.3,337.9,0.791,11720.4,10126.7,0.876,6031.5,6073.3,1.027,5588.9,4727.6,0.844,319.7,130.7,0.391,57.9,45.3,0.782,24379.6,21532.1,0.883201529,2.894751127,Area.Urad
333,5,3,0.6,345.2,171.3,0.535,NA,NA,NA,NA,NA,NA,3339.5,2544.1,0.78,7746.8,5945.4,0.738,8748.1,7526.1,0.883,21884.4,16444.6,0.763,40,13,0.37,537.3,554.4,1.108,42646.3,33201.9,0.778541163,2.900506179,Area.Masoor
334,214.1,85.2,0.423,321.4,226.8,0.622,NA,NA,NA,115,35,0.3,328.1,309,0.857,182.5,63.2,0.347,10110.88889,10167,1.015555556,4111.4,2925.5,0.697,149.5,58.8,0.4,35.6,20.5,0.595,15568.48889,13891,0.892251014,2.028935122,Area.Gram
335,23,11.83333333,0.548333333,166.2,129.7,0.644,NA,NA,NA,NA,NA,NA,82.7,75.3,0.826,269.8,249.3,0.822,480.6,399.3,0.774,1236.3,895,0.756,27.875,16.625,0.57375,192.7142857,144,0.741428571,2479.189286,1921.058333,0.774873603,3.22625519,Area.Masoor
336,NA,NA,NA,884.9,420.5,0.504,NA,NA,NA,NA,NA,NA,4184.9,3662.4,0.875,11271.1,8381.9,0.746,10164.6,9217.6,0.887,19476.2,14105.3,0.732,NA,NA,NA,265.7777778,218.8888889,1.017777778,46247.47778,36006.58889,0.778563299,3.405528293,Area.Masoor
337,NA,NA,NA,149.3,61.5,0.416,NA,NA,NA,NA,NA,NA,702.3,696.3,0.987,1629,1224.9,0.764,679.3,570.5,0.87,6086.5,3829.4,0.615,NA,NA,NA,24,22.14285714,0.982857143,9270.4,6404.742857,0.690880961,2.112767094,Area.Masoor
338,272.5,162.5,0.595,68.6,47.2,0.693,NA,NA,NA,NA,NA,NA,343,319.1,0.829,53.8,23.8,0.536,114.4,100.4,0.922,402.5,234.8,0.563,1,1,1,1,NA,NA,1256.8,888.8,0.707192871,4.216606853,Area.Masoor
339,151.25,58.625,0.4175,73.8,45.3,0.577,NA,NA,NA,NA,NA,NA,21.55555556,20.44444444,0.863333333,62.8,24.88888889,0.376666667,33.9,34,0.908,217.5,172.8,0.853,126.3,36.1,0.332,224.3333333,154,0.617777778,911.4388889,546.1583333,0.599226498,5.633377662,Area.Arhar..Tur.
340,191.4285714,64.85714286,0.351428571,375.7,169.5,0.453,NA,NA,NA,NA,NA,NA,2.833333333,2.5,0.896666667,11923.1,4552.2,0.375,106.9,87.9,0.782,29.33333333,16.22222222,0.593333333,1032.8,448.3,0.45,709.3,430.7,0.675,14371.39524,5772.179365,0.401643631,1.435080129,Area.Urad
341,NA,NA,NA,210.7,88.6,0.43,NA,NA,NA,NA,NA,NA,17.9,14.5,0.83,7.555555556,4.777777778,0.756666667,8.4,8,0.85,12.22222222,10.22222222,0.886666667,NA,NA,NA,NA,NA,NA,256.7777778,126.1,0.49108611,1.465481219,Area.Moong
343,NA,NA,NA,5485.4,2393.3,0.419,NA,NA,NA,NA,NA,NA,626.9,575.6,0.839,131.1,95.4,0.762,133.5714286,127.7142857,0.904285714,390.9,296.8,0.722,NA,NA,NA,30,44,1.294,6797.871429,3532.814286,0.51969419,1.50665226,Area.Moong
344,335,312.875,0.9425,2751,1653.3,0.61,NA,NA,NA,70,29,0.41,40.5,42.125,0.9775,1696.3,1202.5,0.746,177.75,169.25,0.9075,264.3,181.3333333,0.767777778,939.3,540.7,0.566,689.8,565.3,0.662,6963.95,4696.383333,0.674384987,4.033397837,Area.Moong
345,NA,NA,NA,275.2222222,214,0.712222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.8,55,0.344,400,340,0.85,18.33333333,10.33333333,0.553333333,NA,NA,NA,NA,NA,NA,848.3555556,619.3333333,0.730039816,2.767610264,Area.Gram
346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999.6,1859.4,0.622,883.4,1238.4,0.956,NA,NA,NA,3054.833333,4104.333333,1.378333333,6937.833333,7202.133333,1.038095467,2.518761134,Area.Arhar..Tur.
347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153.666667,1042.5,0.9,304,165,0.545,NA,NA,NA,1381.5,2076.666667,1.471666667,2839.166667,3284.166667,1.156736131,2.419296857,Area.Arhar..Tur.
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.5,255,0.9675,21,9,0.43,NA,NA,NA,277.3333333,485.5,1.745,561.8333333,749.5,1.334025512,2.150439989,Area.Arhar..Tur.
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,233,0.9925,NA,NA,NA,NA,NA,NA,21.66666667,36,1.623333333,237.6666667,269,1.131837307,1.198618816,Area.Gram
350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.75,243,1.045,2,1.5,0.635,NA,NA,NA,21.5,32.5,1.515,251.25,277,1.102487562,1.206171384,Area.Gram
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154.5,1008.166667,0.878333333,1163,893,0.711666667,NA,NA,NA,894.3333333,1529.166667,1.683333333,3211.833333,3430.333333,1.068029682,2.959847969,Area.Masoor
352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.6666667,686.8333333,0.87,700,526.3333333,0.736666667,NA,NA,NA,277.6,389.6,1.384,1755.266667,1602.766667,0.913118614,2.629194014,Area.Gram
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,745.5,1.06,562.5,336,0.6,NA,NA,NA,392.3333333,577.8333333,1.475,1656.833333,1659.333333,1.001508903,2.850166088,Area.Gram
354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,12.5,0.96,NA,NA,NA,NA,NA,NA,1.5,1.5,1.26,16,14,0.875,1.204705882,Area.Gram
355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.75,49.25,0.785,NA,NA,NA,NA,NA,NA,58,89,1.605,117.75,138.25,1.174097665,1.99955834,Area.Gram
356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.5,154,0.58,7.5,4.5,0.595,NA,NA,NA,579.5,952.1666667,1.638333333,853.5,1110.666667,1.301308338,1.790278908,Area.Arhar..Tur.
357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.25,76,1.11,NA,NA,NA,NA,NA,NA,131.5,172,1.295,199.75,248,1.24155194,1.817744622,Area.Arhar..Tur.
358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906.666667,2896,0.74,1299,790.5,0.601666667,NA,NA,NA,5466.833333,7428.333333,1.36,10672.5,11114.83333,1.041446084,2.43195312,Area.Arhar..Tur.
359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,939.4,0.676,234.25,119.25,0.5325,NA,NA,NA,2879,4121,1.4325,4486.25,5179.65,1.154561159,1.967654843,Area.Arhar..Tur.
360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.3333333,631.1666667,0.881666667,20,9.5,0.49,NA,NA,NA,488.8333333,804.5,1.645,1239.166667,1445.166667,1.166240753,1.987116596,Area.Gram
362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,62.25,0.9325,2.5,1.5,0.59,NA,NA,NA,536.6666667,784,1.505,607.9166667,847.75,1.394516792,1.262409375,Area.Arhar..Tur.
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,8.25,0.85,NA,NA,NA,NA,NA,NA,18.5,28.5,1.54,29,36.75,1.267241379,1.858563536,Area.Arhar..Tur.
364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721.8333333,555.5,0.796666667,3,1,0.29,NA,NA,NA,1635.666667,2872.166667,1.728333333,2360.5,3428.666667,1.452517122,1.743167152,Area.Arhar..Tur.
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.8333333,230,0.708333333,42,27,0.65,NA,NA,NA,739.3333333,849,1.136666667,1095.166667,1106,1.009891949,1.854146311,Area.Arhar..Tur.
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,91.2,0.506,3,1,0.35,NA,NA,NA,411.25,425.5,1.04,578.25,517.7,0.895287505,1.705710337,Area.Arhar..Tur.
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.3333333,166.1666667,0.731666667,48.5,26.5,0.54,NA,NA,NA,147,162.3333333,1.103333333,421.8333333,355,0.841564599,2.366644882,Area.Gram
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.75,101.75,0.81,NA,NA,NA,NA,NA,NA,97.25,142.75,1.47,223,244.5,1.096412556,1.967857938,Area.Gram
370,105,74,0.7,14675.3,3984.8,0.267,NA,NA,NA,1667.8,1401.4,0.82,NA,NA,NA,6807.142857,1762.285714,0.257142857,210.8,95.4,0.448,NA,NA,NA,1278.8,382.7,0.289,2297.5,1837.5,0.795,27042.34286,9538.085714,0.352709296,2.6939828,Area.Moong
371,8,5,0.63,221.6,88.5,0.397,NA,NA,NA,484.8,380.2,0.744,NA,NA,NA,58.85714286,16.85714286,0.277142857,319.2,139.2,0.43,NA,NA,NA,317,107.8,0.314,517.5,320,0.615,1926.957143,1057.557143,0.548822348,4.899604842,Area.Arhar..Tur.
372,53,35,0.66,725.4,241.5,0.333,NA,NA,NA,937.4,803.6,0.794,NA,NA,NA,785.4285714,219.8571429,0.294285714,303.6,138.8,0.458,NA,NA,NA,1905,576.5,0.301,940,640,0.68,5649.828571,2655.257143,0.469971276,4.814979279,Area.HorseGram
373,24,15,0.63,2185.7,501.4,0.232,NA,NA,NA,502.6,420,0.802,NA,NA,NA,1335.428571,322.1428571,0.244285714,443,199,0.448,NA,NA,NA,852.7,266,0.298,512.5,290,0.565,5855.928571,2013.542857,0.343846895,4.286573558,Area.Moong
374,5351.5,2469,0.4625,376.6,81.1,0.222,NA,NA,NA,1795,805,0.448,NA,NA,NA,4159.571429,871.7142857,0.212857143,2288.2,1218.8,0.52,521.6666667,213.3333333,0.396666667,4266.1,1338.9,0.304,5465,2632.5,0.4925,24223.6381,9630.347619,0.39755992,5.703679204,Area.Arhar..Tur.
375,3724.5,2294.75,0.6175,516.1,148,0.276,NA,NA,NA,2597,2214.2,0.842,NA,NA,NA,2189.857143,406.5714286,0.184285714,3046.8,2824,0.926,1790,695,0.3875,2741,538.6,0.2,6760,4487.5,0.6625,23365.25714,13608.62143,0.582429774,5.974607721,Area.Arhar..Tur.
376,2563,1711.25,0.6625,1542.1,427.8,0.29,NA,NA,NA,1193.2,792.6,0.652,NA,NA,NA,2313.857143,538.8571429,0.231428571,2259.2,1556.4,0.676,2422.5,1022.5,0.42,1606.1,431.7,0.274,6735,5170,0.77,20634.95714,11651.10714,0.564629578,5.704966643,Area.Arhar..Tur.
377,92,27,0.29,2681.9,782.8,0.293,NA,NA,NA,541.6,524.4,0.844,NA,NA,NA,653.5714286,246,0.392857143,147.6,94.4,0.66,NA,NA,NA,15.71428571,6.714285714,0.512857143,222.5,132.5,0.605,4354.885714,1813.814286,0.416501007,2.372682038,Area.Moong
378,21,13,0.62,3251,947.4,0.286,NA,NA,NA,155.6,80.2,0.542,NA,NA,NA,2019,487.5714286,0.251428571,34,17.6,0.524,NA,NA,NA,9.5,2.4,0.289,25,22.5,0.9175,5515.1,1570.671429,0.284794732,2.073102859,Area.Moong
379,NA,NA,NA,18003.5,5706.1,0.313,NA,NA,NA,1145.75,1132.25,1.0025,NA,NA,NA,8992.285714,3186.857143,0.351428571,77,60.2,0.794,NA,NA,NA,496,206.2,0.411,65,52.5,0.875,28779.53571,10344.10714,0.359425782,2.037262802,Area.Moong
380,118,50,0.42,29312.2,9646,0.321,NA,NA,NA,332,182.75,0.5575,NA,NA,NA,3239.142857,1106,0.337142857,40.8,31.4,0.756,NA,NA,NA,1162.9,485.4,0.426,125,97.5,0.7775,34330.04286,11599.05,0.337868789,1.352805518,Area.Moong
381,851,362,0.43,30289.8,9905.2,0.321,NA,NA,NA,841.2,432.8,0.518,NA,NA,NA,16541.28571,6427.285714,0.387142857,370.8,184.4,0.498,NA,NA,NA,4332.2,1960.2,0.449,1115,912.5,0.8225,54341.28571,20184.38571,0.371437397,2.435108965,Area.Moong
382,8,4,0.5,10353,2707.7,0.249,NA,NA,NA,93.8,42.6,0.464,NA,NA,NA,9104.571429,3004.285714,0.315714286,119.8,46,0.388,NA,NA,NA,1471.6,480.8,0.331,2512.5,890,0.355,23663.27143,7175.385714,0.303228813,2.819782296,Area.Moong
383,30,16,0.53,2336.6,658,0.267,NA,NA,NA,402.5,188.5,0.485,NA,NA,NA,5268.571429,1547.428571,0.284285714,307,118.75,0.39,NA,NA,NA,1550.2,472.8,0.307,4970,3643.333333,0.733333333,14864.87143,6644.811905,0.447014422,3.647558144,Area.Urad
